,name,urlid,overall,capHit,pos,SPD,STR,AGI,ACC,AWR,CTH,JMP,STA,INJ,TAK,POW,PWM,FNM,BKS,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,KR,TRK,ELU,BCV,SFA,SPM,JKM,CAR,RTE,CIT,SPC,RLS,THP,TAS,TAM,TAD,TOR,PAC,RBK,PBK,IMP,fights_for_extra_yards,possession_catches,aggressive_catches,rac_catches,sideline_catches,big_hitter,strips_ball,plays_ball_in_air,canAuction
4900,Robert Davis,1018012853,63,22,WR,86,66,80,85,35,57,89,88,92,22,25,7,7,27,25,11,11,16,11,16,15,45,37,50,54,41,46,50,50,42,52,59,45,24,10,6,4,6,4,35,29,34,Yes,No,Yes,Yes,Yes,,,,True
4901,Colin Holba,1018012855,63,16,TE,64,64,60,79,59,59,68,78,94,57,52,35,40,56,61,27,23,30,15,19,26,10,41,33,49,37,40,46,67,48,61,54,41,25,10,10,10,10,10,48,60,64,No,No,No,No,No,,,,True
4902,Josh Evans,1018011935,63,13,SS,80,55,81,81,53,45,79,82,81,53,64,52,45,45,54,53,52,54,57,24,25,50,41,45,37,46,38,41,53,24,32,35,26,35,22,23,22,25,23,41,41,50,,,,,,Yes,No,Conservative,True
4903,Nile Lawrence-Stample,1018017744,63,11,DT,59,77,54,72,52,33,63,66,78,58,56,58,46,59,58,52,21,25,19,21,21,16,28,19,21,25,21,20,35,19,19,20,22,23,17,18,17,20,18,37,37,38,,,,,,No,No,,True
4904,Karim Barton,1018002210,63,10,LG,47,78,44,68,45,33,60,65,84,28,15,14,14,22,24,14,15,15,14,19,33,14,18,14,14,14,14,14,36,14,14,15,19,23,14,14,14,17,14,65,60,53,,,,,,,,,True
4905,Dustin Vaughan,1018002203,63,14,QB,68,57,57,78,38,25,71,81,85,23,20,16,16,25,24,22,16,20,16,25,19,16,34,30,35,31,31,30,50,16,16,17,21,62,61,61,54,62,61,24,23,24,,,,,,,,,True
4906,Jordan Devey,1018002236,63,10,LT,59,76,56,77,55,31,63,76,79,35,23,13,13,20,24,17,14,17,13,24,24,13,24,14,13,27,13,13,35,17,17,17,20,27,13,13,13,16,13,59,57,62,,,,,,,,,True
4907,Pita Taumoepenu,1018012791,63,13,ROLB,71,67,59,80,58,35,53,70,82,69,66,55,69,63,74,58,34,41,30,27,27,18,18,30,18,18,39,37,41,18,22,22,49,18,17,18,17,21,18,46,46,46,,,,,,No,No,Balanced,True
4908,Logan Thomas,1018012384,63,20,TE,78,71,76,82,42,52,79,78,80,37,19,19,19,29,34,22,24,28,19,28,24,28,55,54,58,54,61,60,52,44,52,54,46,70,61,59,56,66,50,53,49,50,No,No,No,No,No,,,,True
4909,Curtis Grant,1018002737,63,14,MLB,76,70,69,81,46,49,79,76,68,62,68,52,44,64,58,46,46,54,46,25,25,18,41,31,34,39,37,34,51,22,30,28,25,31,18,19,18,22,19,41,41,59,,,,,,Yes,No,Conservative,True
4910,Beau Brinkley,1018011775,63,15,TE,68,66,64,77,45,54,71,67,84,56,48,39,42,54,56,39,29,34,24,28,32,20,45,39,50,42,49,45,62,45,59,50,46,31,23,24,23,27,24,51,61,61,No,No,No,No,No,,,,True
4911,K.J. Brent,1018017964,63,23,WR,82,56,84,87,34,52,81,79,79,30,22,21,21,34,33,25,22,27,22,26,26,47,40,52,53,41,52,53,46,50,52,51,52,31,24,22,21,25,22,38,32,37,Yes,Yes,Yes,No,Yes,,,,True
4912,Spencer Pulley,1018017986,63,10,RG,65,77,57,65,41,30,64,72,81,32,21,15,16,25,29,21,15,17,12,21,21,13,21,17,16,18,14,14,34,16,17,17,21,23,13,14,13,17,14,61,61,59,,,,,,,,,True
4913,David Fluellen,1018002173,63,16,HB,76,61,82,80,44,44,81,80,77,38,36,34,34,36,36,36,27,31,25,28,29,50,59,46,59,55,56,55,56,39,44,44,50,42,41,39,37,44,38,42,43,44,Yes,No,No,No,No,,,,True
4914,Delano Hill,1018012812,63,14,FS,80,66,76,83,46,51,82,76,82,53,58,42,44,50,54,46,50,54,54,25,23,40,40,33,46,31,49,46,51,25,47,46,26,32,25,23,22,29,26,40,40,40,,,,,,No,No,Conservative,True
4915,Stansly Maponga,1018011925,63,13,LE,71,77,66,79,49,34,74,65,75,60,60,53,59,53,62,49,48,53,40,23,28,21,34,23,30,41,46,38,46,23,23,23,26,30,21,22,21,23,22,40,40,60,,,,,,No,No,,True
4916,Zaire Anderson,1018012409,63,13,MLB,73,68,77,83,45,44,76,78,77,63,65,58,50,61,61,45,46,53,35,24,24,18,38,40,34,39,35,35,42,27,38,34,34,27,18,19,18,22,19,30,25,61,,,,,,Yes,Yes,Balanced,True
4917,Sharrod Neasman,1018018011,63,13,FS,77,69,79,85,45,54,81,79,80,54,56,49,45,51,54,45,51,54,54,25,24,39,47,50,43,49,43,47,47,30,50,52,39,26,23,24,23,26,24,41,41,50,,,,,,No,Yes,Balanced,True
4918,Pat Elflein,1018012582,63,13,C,57,83,54,71,52,24,56,88,92,23,31,23,18,27,24,14,9,11,7,14,17,7,22,16,18,23,13,17,21,7,7,8,8,16,4,4,4,4,4,60,58,58,,,,,,,,,True
4919,Robert Golden,1018011815,63,13,FS,81,63,77,83,54,47,83,79,84,52,52,50,43,50,58,54,46,52,56,23,24,52,46,52,51,42,51,54,51,22,30,33,31,25,20,20,20,23,20,39,39,45,,,,,,No,No,Balanced,True
4920,Aaron Jones,1018012748,63,19,HB,84,66,87,88,37,46,84,86,85,13,16,6,6,15,24,12,10,13,13,14,13,37,57,43,51,60,44,57,57,46,43,40,37,20,24,20,13,10,10,17,30,32,Yes,No,No,No,No,,,,True
4921,Josh Hawkins,1018017934,63,17,CB,86,57,84,87,43,49,86,80,77,34,33,27,27,34,41,43,54,54,51,27,27,49,44,56,55,49,58,59,53,51,50,46,56,33,41,39,34,34,33,34,38,43,,,,,,No,No,Balanced,True
4922,Erik Harris,1018012428,63,16,SS,79,66,77,80,49,52,76,77,81,54,56,35,40,50,57,49,50,56,52,27,24,44,44,47,50,40,44,54,49,38,47,45,36,26,22,23,22,26,23,41,41,47,,,,,,No,No,Conservative,True
4923,Zach Vigil,1018002750,63,12,ROLB,77,69,75,84,50,53,76,80,83,59,53,50,55,53,57,50,53,57,50,27,31,19,45,35,27,30,19,49,45,22,22,22,29,24,19,20,19,22,20,41,41,61,,,,,,No,No,Balanced,True
4924,Zach Sterup,1018012519,63,11,LT,67,80,64,75,44,29,69,71,80,47,51,50,33,46,39,22,16,13,15,21,23,12,34,15,20,27,12,23,28,29,28,33,22,15,12,12,12,15,12,61,57,62,,,,,,,,,True
4925,Marcus Murphy,1018002421,63,16,HB,80,60,79,82,45,47,73,74,69,28,25,21,21,23,31,25,24,25,25,29,25,62,37,61,60,41,57,61,57,51,50,55,49,31,35,34,31,31,26,34,35,34,No,No,No,No,No,,,,True
4926,J.D. McKissic,1018017893,63,17,HB,82,63,83,83,45,52,81,81,80,31,24,22,22,39,39,43,22,25,24,29,29,56,42,52,52,45,55,56,51,51,51,51,49,31,27,25,22,27,22,42,37,35,Yes,No,No,Yes,Yes,,,,True
4927,Josh Keyes,1018002877,63,13,ROLB,77,69,76,82,47,49,76,82,81,59,58,45,61,57,61,47,49,56,49,24,27,19,46,56,58,45,53,60,60,43,38,40,25,30,19,20,19,23,20,43,43,56,,,,,,No,No,Conservative,True
4928,Matthias Farley,1018012435,63,13,SS,83,63,77,81,48,51,77,79,82,55,56,46,47,48,54,48,53,54,53,29,26,52,48,41,51,48,50,52,49,24,46,45,27,31,22,23,22,25,23,42,42,48,,,,,,Yes,No,Aggressive,True
4929,Edwin Jackson,1018012443,63,12,MLB,74,76,73,80,51,45,78,78,79,62,59,51,47,54,60,51,47,51,40,23,23,17,39,34,45,36,37,47,39,26,34,32,33,27,17,17,17,20,17,39,39,57,,,,,,No,Yes,Balanced,True
4930,Briean Boddy-Calhoun,1018012438,63,16,CB,84,48,79,83,53,45,80,79,81,45,43,37,41,45,56,53,52,56,51,30,28,50,37,51,47,41,52,55,43,33,45,45,37,36,30,29,28,34,31,42,42,45,,,,,,No,No,Aggressive,True
4931,Rico Gathers,1018017857,63,23,TE,73,74,78,78,35,59,86,77,81,27,19,18,18,31,36,21,21,27,18,22,23,18,53,42,53,51,53,53,59,45,52,60,57,30,30,28,26,28,25,50,45,49,Yes,Yes,Yes,Yes,No,,,,True
4932,Josh Andrews,1018002817,63,11,C,67,75,59,79,46,23,65,78,84,31,46,38,31,26,36,21,13,16,12,23,23,12,12,13,12,12,12,12,35,12,12,13,17,27,12,12,12,15,12,62,59,63,,,,,,,,,True
4933,Moritz Boehringer,1018017842,63,23,WR,83,64,81,88,40,53,86,81,83,34,22,19,19,31,31,27,22,27,22,22,23,45,46,48,53,39,50,51,49,43,53,51,51,26,24,22,19,25,20,37,34,38,Yes,Yes,Yes,Yes,No,,,,True
4934,Sean Renfree,1018001521,63,12,QB,70,54,57,67,44,35,64,85,77,32,20,23,23,33,35,27,19,18,17,29,26,18,25,23,43,33,38,37,53,20,23,26,24,61,61,60,56,61,55,25,24,25,,,,,,,,,True
4935,Robertson Daniel,1018012478,63,16,CB,85,62,82,82,42,47,80,78,80,46,45,45,41,42,52,42,52,53,57,30,29,57,42,50,47,48,49,53,44,46,46,46,46,33,32,31,29,35,31,43,35,42,,,,,,No,No,Aggressive,True
4936,Marquis Bundy,1018012496,63,22,WR,83,60,82,86,39,54,77,78,73,32,29,20,20,33,38,25,32,37,37,27,26,36,40,49,52,42,51,53,47,45,53,54,51,33,25,23,20,26,21,43,37,38,No,Yes,No,Yes,Yes,,,,True
4937,Michael Hunter,1018012454,63,17,CB,86,57,80,84,45,45,83,79,76,49,48,46,40,43,51,45,51,53,53,29,29,49,42,50,49,42,49,51,47,36,43,45,41,34,27,28,27,29,28,42,42,42,,,,,,No,No,Balanced,True
4938,Jon Halapio,1018002092,63,10,LG,57,79,48,75,42,36,64,76,70,35,21,14,14,21,21,18,15,18,14,25,25,14,25,14,14,29,14,14,36,18,18,18,21,29,13,14,13,17,14,65,58,58,,,,,,,,,True
4939,Kevin McDermott,1018009985,63,15,TE,66,61,64,75,54,54,59,70,84,49,50,21,21,51,56,40,23,23,32,34,26,21,50,37,43,41,43,43,58,49,54,51,35,29,21,22,21,25,22,54,61,65,No,No,No,No,No,,,,True
4940,Demarcus Ayers,1018017865,63,16,WR,79,48,85,83,42,58,79,81,83,25,15,13,13,29,33,20,14,20,20,24,26,58,27,55,58,27,59,60,52,46,55,61,47,32,27,27,23,28,17,39,33,37,Yes,Yes,Yes,Yes,Yes,,,,True
4941,Austin Johnson,1018002320,63,13,HB,74,73,64,79,53,50,71,73,83,57,60,46,43,50,57,44,38,44,28,28,29,22,56,38,54,56,47,48,57,48,51,46,48,35,30,29,25,28,26,57,51,57,No,No,No,No,No,,,,True
4942,Larry Fitzgerald,1010017315,63,16,WR,58,48,59,62,64,64,68,67,65,20,9,8,8,35,37,26,15,11,8,15,16,21,44,42,59,50,50,50,48,62,63,63,62,22,15,12,7,15,8,50,28,45,Yes,Yes,Yes,Yes,Yes,,,,False
4943,Jerome Cunningham,1018002824,63,15,TE,76,75,71,81,46,55,76,80,78,38,17,16,16,33,38,22,19,22,21,29,29,32,40,49,53,50,53,51,52,53,53,56,56,32,22,19,16,22,17,55,45,48,No,Yes,Yes,Yes,Yes,,,,True
4944,John Johnson,1018012611,63,13,FS,79,63,86,83,51,51,81,83,85,52,49,31,35,48,55,51,51,53,51,28,25,51,33,39,47,34,44,49,49,29,39,40,30,29,21,22,21,24,22,37,37,37,,,,,,No,Yes,Aggressive,True
4945,Deontae Skinner,1018002339,63,12,ROLB,72,57,71,79,53,46,73,79,82,61,60,55,50,50,59,53,54,61,53,26,26,19,44,33,45,41,38,39,52,23,35,36,26,28,19,20,19,23,20,41,41,55,,,,,,No,No,Conservative,True
4946,Brian Price,1018017439,63,13,RE,61,69,63,70,43,30,61,66,78,63,62,61,57,63,63,43,24,30,23,32,29,24,23,29,23,34,23,23,40,23,23,24,27,34,22,23,22,25,23,43,43,64,,,,,,No,No,,True
4947,Gabe Holmes,1018002835,63,18,TE,70,70,75,79,38,59,85,77,74,37,36,17,17,43,34,24,17,26,17,21,23,18,57,51,46,53,59,60,53,48,56,63,60,26,23,21,17,23,18,53,42,45,Yes,Yes,Yes,Yes,Yes,,,,True
4948,Raheem Mostert,1018002832,63,19,HB,86,61,81,88,45,46,84,80,79,35,28,23,23,23,37,28,26,28,28,30,30,59,45,53,46,46,54,56,51,44,46,40,46,32,37,36,30,31,29,41,37,34,No,No,No,No,No,,,,True
4949,Justin Staples,1018002857,63,16,LOLB,76,67,76,80,49,42,77,77,79,60,63,51,65,52,65,49,47,53,49,22,22,17,32,26,36,42,39,42,44,20,24,28,32,27,16,17,16,19,17,42,42,61,,,,,,No,No,Conservative,True
4950,Za'Darius Smith,1018002554,63,16,ROLB,75,72,65,79,56,41,72,75,80,63,65,64,52,58,61,56,41,47,23,20,24,17,29,18,22,34,20,23,41,20,20,20,23,22,17,18,17,20,18,41,41,58,,,,,,Yes,No,Balanced,True
4951,Thomas Duarte,1018017640,63,15,TE,77,62,78,80,43,58,76,76,82,28,27,21,21,28,34,23,19,23,21,23,22,22,49,53,60,52,47,54,58,55,58,64,58,27,23,23,21,28,23,49,46,34,Yes,Yes,No,Yes,Yes,,,,True
4952,Zac Dysert,1018000265,63,12,QB,71,58,67,69,40,43,61,84,82,27,20,19,19,27,33,27,26,26,19,26,26,19,33,30,56,39,39,42,51,22,27,27,26,62,62,58,53,63,50,21,21,21,,,,,,,,,True
4953,Joe Kerridge,1018012485,63,14,FB,70,75,72,77,46,50,68,76,82,49,46,33,34,48,51,26,23,26,26,26,26,55,60,41,43,57,44,44,57,43,45,43,51,44,42,39,34,44,34,54,51,55,Yes,No,No,No,No,,,,True
4954,Aaron Grymes,1018012487,63,14,CB,80,48,82,83,45,49,86,82,84,46,46,39,43,44,56,45,54,56,51,30,30,50,44,51,48,49,50,54,46,42,45,46,44,34,30,30,29,30,27,44,42,43,,,,,,No,No,Aggressive,True
4955,Jarrod Wilson,1018012453,63,14,SS,81,62,78,83,47,48,79,79,83,53,53,51,40,46,56,47,53,58,54,31,28,44,43,50,47,45,52,53,47,37,46,46,32,30,21,21,21,23,21,38,38,47,,,,,,No,No,Balanced,True
4956,Carlos Thompson,1018002809,63,17,LOLB,74,67,70,79,54,38,81,78,85,59,59,58,43,54,63,54,51,59,40,26,25,15,15,34,32,33,53,47,40,23,35,31,34,17,14,15,14,18,15,40,40,59,,,,,,No,No,Balanced,True
4957,Mike Purcell,1018002796,63,12,RE,60,73,55,73,59,34,73,72,79,60,59,60,49,60,58,59,25,32,21,25,25,21,46,28,28,44,25,25,46,24,24,24,25,37,32,30,27,27,29,42,42,63,,,,,,No,No,,True
4958,Stefan Charles,1018014862,63,12,DT,55,75,57,74,57,28,74,66,80,57,55,58,47,57,56,57,22,28,24,22,22,18,22,19,22,26,24,22,36,19,24,19,28,32,18,19,18,19,19,37,37,59,,,,,,No,No,,True
4959,Darrell Greene,1018017770,63,10,RG,63,79,58,74,39,35,50,66,83,34,23,12,12,20,27,16,13,16,12,23,23,12,23,12,12,27,12,12,39,16,16,16,20,27,12,12,12,15,12,62,58,61,,,,,,,,,True
4960,Harrison Butker,1018012863,63,11,K,59,49,58,59,35,25,29,71,82,16,14,12,12,14,14,25,16,16,12,63,62,12,12,16,12,12,12,12,26,12,12,14,18,20,24,25,24,24,21,18,19,16,,,,,,,,,True
4961,Alex McCalister,1018017732,63,14,LE,73,65,79,81,44,39,76,71,79,56,63,56,64,57,66,44,33,36,31,30,29,23,31,33,33,34,34,39,36,25,28,29,31,31,23,24,23,27,24,33,31,63,,,,,,No,No,,True
4962,Ufomba Kamalu,1018017729,63,13,LE,70,75,68,77,44,34,70,76,81,61,63,57,55,58,57,44,26,31,23,26,26,21,32,24,26,30,26,25,40,23,24,25,27,29,21,22,21,25,22,41,41,61,,,,,,No,No,,True
4963,Clark Harris,1018029351,62,16,TE,68,71,63,73,57,56,64,71,80,35,17,16,16,39,16,36,26,33,33,28,21,16,41,26,35,36,33,40,55,54,55,51,34,33,15,16,15,18,16,48,56,54,No,No,No,No,No,,,,True
4964,Doug Middleton,1018012506,62,14,SS,81,63,75,83,47,53,81,75,79,53,62,38,32,48,54,47,48,53,50,23,22,41,47,52,53,45,47,52,51,30,47,43,33,47,21,22,21,24,22,36,36,48,,,,,,Yes,No,Balanced,True
4965,Isaiah Ford,1018012601,62,20,WR,83,56,85,86,35,55,80,90,89,18,16,6,6,16,21,13,13,18,11,13,13,47,20,42,46,27,41,45,49,53,53,55,45,26,24,20,17,25,17,31,26,30,No,Yes,Yes,Yes,Yes,,,,True
4966,Jack Crawford,1018011525,62,13,RE,74,71,59,81,57,33,76,66,76,58,57,57,46,57,58,57,28,36,21,24,24,21,33,32,27,21,21,21,39,21,21,24,25,26,21,22,21,25,22,42,42,63,,,,,,No,No,,True
4967,Zak DeOssie,1018028032,62,15,TE,75,68,72,80,64,54,68,77,81,62,53,56,64,62,68,59,49,57,43,20,20,16,28,32,33,48,20,28,63,45,48,48,24,29,16,17,16,20,17,52,61,52,No,No,No,No,No,,,,True
4968,Alex Collins,1018017576,62,17,HB,82,64,85,82,49,43,81,78,83,35,30,21,22,30,35,26,23,25,24,27,26,32,49,50,53,49,55,56,50,42,41,38,39,30,24,24,24,27,24,31,46,30,Yes,No,No,No,No,,,,True
4969,Jonathan Williams,1018017582,62,16,HB,80,61,82,83,44,44,80,78,77,32,27,21,22,29,30,26,22,26,24,27,26,47,55,50,55,55,49,55,51,42,41,37,34,29,28,28,26,28,25,30,45,33,Yes,No,No,No,No,,,,True
4970,Tyler Ervin,1018017581,62,19,HB,86,58,81,85,42,44,85,77,78,30,27,22,23,28,35,27,23,26,24,27,27,54,44,51,55,45,50,55,54,42,42,42,48,28,31,29,28,29,28,30,41,28,No,No,No,No,No,,,,True
4971,Keith Marshall,1018017587,62,19,HB,87,68,81,87,41,44,75,77,76,30,27,22,23,28,33,27,24,26,24,27,27,49,40,54,54,47,52,54,55,44,42,41,35,28,29,28,27,29,28,28,34,29,Yes,No,No,No,No,,,,True
4972,Al-Quadin Muhammad,1018012721,62,13,RE,77,69,68,82,53,41,79,76,81,57,56,58,54,54,57,53,43,52,22,27,27,23,43,27,35,39,35,34,47,22,22,23,26,34,22,23,22,26,23,41,41,41,,,,,,No,No,,True
4973,Nate Ebner,1018011650,62,13,FS,81,72,80,84,49,47,78,83,87,55,62,51,40,49,56,49,40,49,48,22,24,31,55,33,44,56,49,49,55,22,22,29,26,33,25,22,21,29,26,40,40,49,,,,,,Yes,No,Conservative,True
4974,Jake Rodgers,1018002657,62,10,LT,60,72,44,76,43,30,74,67,71,30,29,16,12,16,21,16,13,16,12,20,20,12,17,12,12,12,12,12,37,12,12,13,17,23,12,12,12,15,12,59,62,60,,,,,,,,,True
4975,Reshard Cliett,1018002646,62,16,ROLB,82,67,70,83,46,51,81,66,78,62,59,52,61,47,65,46,45,47,37,25,25,17,44,34,43,44,41,36,52,21,28,33,25,28,17,18,17,21,18,41,41,57,,,,,,No,Yes,Balanced,True
4976,David Dean,1018017902,62,12,DT,62,83,67,78,40,32,69,79,80,58,57,54,49,53,54,40,25,28,22,24,24,20,30,23,25,28,24,23,38,22,22,23,26,26,21,22,21,24,22,40,40,57,,,,,,No,No,,True
4977,Chris Brown,1018017617,62,17,WR,83,52,82,84,35,51,74,79,77,24,23,20,20,30,33,30,23,26,23,26,25,47,26,53,53,31,53,55,46,53,53,55,47,32,24,23,20,25,21,38,33,37,No,Yes,No,No,Yes,,,,True
4978,Daniel Lasco,1018017613,62,17,HB,84,63,78,86,43,46,82,76,76,30,27,21,22,30,36,26,23,26,25,27,26,50,42,54,50,45,57,56,55,43,44,42,39,30,29,28,26,30,27,29,38,30,Yes,No,No,No,No,,,,True
4979,Robert Myers Jr,1018002615,62,10,RG,54,81,44,74,40,29,70,64,78,27,18,10,10,22,17,10,11,11,10,19,18,10,29,10,14,22,10,10,25,10,10,11,15,17,9,10,9,13,10,61,57,56,,,,,,,,,True
4980,Rayshawn Jenkins,1018012690,62,13,FS,81,70,82,82,49,49,82,84,83,50,57,38,32,49,48,49,47,50,44,25,22,47,30,44,44,31,45,50,47,29,45,44,29,29,26,26,22,31,26,36,36,50,,,,,,Yes,No,Conservative,True
4981,Thurston Armbrister,1018002823,62,14,ROLB,77,66,76,81,47,40,77,78,78,60,62,61,48,55,60,47,48,50,41,30,30,17,37,35,38,48,41,44,39,17,29,29,23,34,17,18,17,21,18,41,41,58,,,,,,No,Yes,Conservative,True
4982,Kolby Listenbee,1018017623,62,19,WR,87,61,77,84,42,53,82,81,81,26,21,19,19,26,32,24,21,25,21,25,24,36,26,45,50,31,48,52,48,49,52,47,51,28,28,26,25,26,24,34,32,35,No,Yes,No,Yes,Yes,,,,True
4983,Marcus Hardison,1018002617,62,12,DT,69,76,64,79,42,36,70,69,79,57,59,53,58,53,53,42,25,31,20,25,25,20,40,29,29,42,25,25,43,22,22,22,26,42,42,42,39,45,38,40,40,60,,,,,,Yes,No,,True
4984,Keshawn Martin,1018011270,62,19,WR,84,40,87,85,42,51,86,84,80,26,21,21,23,33,31,21,21,23,21,26,26,53,31,56,56,32,53,56,42,49,48,51,46,31,21,21,21,24,21,35,31,36,No,No,No,No,No,,,,True
4985,Jamil Douglas,1018002610,62,10,LG,60,79,64,74,54,35,73,75,85,31,22,18,18,22,22,14,16,18,14,24,24,14,27,22,18,18,23,21,24,14,18,18,24,23,14,15,14,18,15,56,54,63,,,,,,,,,True
4986,Jack Allen,1018017696,62,10,C,59,73,55,73,38,29,60,72,81,31,22,13,14,25,29,19,13,15,11,20,20,12,20,15,14,16,12,13,33,14,15,15,20,23,12,12,12,15,12,63,63,59,,,,,,,,,True
4987,Taylor Hart,1018002047,62,12,RT,73,70,68,83,65,46,70,75,84,80,74,75,59,69,76,65,32,45,26,30,37,24,56,34,53,49,59,53,53,24,37,40,32,37,24,25,24,28,25,53,53,81,,,,,,,,,True
4988,Matt Hazel,1018002044,62,17,WR,82,48,82,87,41,52,81,79,83,27,22,19,19,34,34,28,19,24,22,23,23,47,34,51,52,36,51,51,51,46,52,51,52,25,23,22,19,24,20,34,33,34,No,No,No,No,No,,,,True
4989,Branden Jackson,1018017824,62,12,RE,71,72,72,79,47,35,74,73,79,58,58,59,47,58,60,47,30,38,23,25,23,23,31,33,29,33,31,35,41,23,35,33,27,26,26,25,23,25,23,42,42,61,,,,,,No,No,,True
4990,Trevor Bates,1018017870,62,13,MLB,74,66,77,82,42,48,76,78,83,62,62,54,61,58,62,42,45,52,41,23,23,16,27,27,32,30,27,35,45,20,30,35,29,26,16,17,16,20,17,28,24,60,,,,,,No,No,Balanced,True
4991,Trevon Hartfield,1018017884,62,16,CB,84,73,82,83,41,47,72,81,79,47,46,37,40,41,46,41,51,51,51,31,31,52,34,51,45,37,51,51,44,37,37,37,37,34,28,29,28,31,29,41,41,41,,,,,,No,No,Aggressive,True
4992,Jamal Agnew,1018012838,62,14,CB,83,53,83,84,49,49,79,82,80,41,38,31,34,44,52,49,50,55,49,28,27,55,27,52,53,35,52,55,50,37,40,40,37,31,26,27,26,27,27,40,40,41,,,,,,No,No,Balanced,True
4993,Stacy Coley,1018012657,62,19,WR,86,50,84,85,38,57,77,90,85,16,13,6,6,17,21,13,10,17,10,13,11,49,25,53,56,33,51,56,49,47,52,58,39,17,10,6,4,6,4,32,26,31,No,Yes,Yes,Yes,Yes,,,,True
4994,Shilique Calhoun,1018017659,62,16,LOLB,72,73,78,79,52,44,78,76,83,64,65,52,64,60,65,52,30,40,24,22,21,13,32,24,28,28,24,31,40,17,24,23,23,24,13,14,13,17,14,27,22,55,,,,,,No,Yes,Conservative,True
4995,Bryce Hager,1018002642,62,12,MLB,79,72,69,82,53,45,79,82,75,64,52,40,37,51,57,53,42,53,31,19,21,19,40,32,42,39,35,37,46,15,26,25,20,26,15,16,15,19,16,39,39,57,,,,,,No,No,Balanced,True
4996,Noah Brown,1018012645,62,17,WR,82,67,82,83,34,57,81,88,86,18,16,6,6,17,20,14,10,16,6,14,13,50,28,42,49,53,42,47,48,42,53,57,53,22,18,15,12,18,11,37,33,38,Yes,Yes,Yes,Yes,Yes,,,,True
4997,Ryan Brown,1018017904,62,12,LE,71,73,67,75,40,35,64,76,82,59,58,59,54,59,59,40,41,45,29,24,26,23,48,36,44,41,48,42,39,23,41,36,26,29,23,24,23,25,24,41,41,59,,,,,,No,No,,True
4998,Andy Jones,1018017910,62,19,WR,82,54,83,87,38,51,88,81,81,37,36,18,18,31,36,33,36,39,33,24,24,53,36,53,51,38,49,55,44,45,50,50,51,29,22,21,18,23,19,37,36,36,No,Yes,Yes,Yes,Yes,,,,True
4999,Kareem Martin,1018012346,62,21,ROLB,76,73,67,83,51,41,80,69,83,68,64,68,57,66,66,51,24,35,24,20,24,16,35,16,27,27,38,24,42,20,20,20,24,21,16,17,16,20,17,42,42,62,,,,,,No,No,Balanced,True
5000,Teddy Williams,1018010163,62,16,CB,85,44,81,86,46,52,80,75,72,38,37,33,31,43,46,46,52,52,51,31,29,54,37,50,49,37,53,54,49,46,51,52,46,31,31,29,27,31,28,42,29,41,,,,,,No,No,Balanced,True
5001,Troy Hill,1018002893,62,14,CB,81,54,87,82,49,48,81,82,81,44,41,30,33,41,53,49,51,53,50,28,25,49,33,48,49,33,51,53,51,34,42,44,31,33,25,26,25,29,26,35,35,41,,,,,,No,No,Balanced,True
5002,Kenny Bell,1018002459,62,20,WR,86,53,86,89,43,51,86,78,78,27,20,18,18,37,38,25,21,25,18,24,23,52,28,50,49,34,50,51,45,43,45,50,50,31,24,22,19,25,20,43,31,41,No,No,Yes,No,Yes,,,,True
5003,Adam Gotsis,1018017740,62,12,RE,70,76,61,70,51,38,73,70,79,58,59,55,54,55,58,51,26,29,22,25,25,20,38,27,27,31,25,27,39,22,23,24,27,27,20,21,20,24,21,38,37,60,,,,,,No,No,,True
5004,Deon Bush,1018017751,62,14,SS,81,62,76,85,49,50,86,79,81,51,61,31,28,40,52,49,50,53,49,24,22,37,44,49,49,37,48,49,49,24,32,31,30,28,23,22,21,27,24,26,21,48,,,,,,Yes,Yes,Conservative,True
5005,Obum Gwacham,1018002669,62,13,LE,76,68,74,81,51,41,80,70,79,55,58,51,62,52,60,51,42,52,42,29,28,21,46,52,52,49,52,55,52,38,51,36,56,29,21,22,21,24,22,46,42,61,,,,,,No,No,,True
5006,Joe Callahan,1018017929,62,12,QB,67,63,69,75,40,25,73,82,81,24,16,13,13,22,25,22,15,19,13,22,21,14,25,43,34,25,25,28,49,19,21,21,24,61,61,58,52,61,53,22,19,19,,,,,,,,,True
5007,Kyle Fuller,1018012795,62,11,C,59,76,52,74,45,24,61,85,91,8,16,8,8,8,18,12,12,7,8,18,18,8,8,14,8,8,8,8,32,12,12,12,12,21,4,4,4,4,4,60,60,65,,,,,,,,,True
5008,Nate Hairston,1018012810,62,16,CB,83,59,81,85,45,45,82,79,82,47,50,38,41,41,49,45,50,53,51,30,27,46,43,46,41,39,46,49,44,30,43,44,41,33,25,26,25,28,26,41,41,41,,,,,,Yes,No,Balanced,True
5009,Nate Orchard,1018002541,62,14,ROLB,73,70,69,81,56,55,75,80,82,54,58,52,64,59,59,56,41,44,26,27,26,16,33,30,27,29,41,33,53,19,19,23,30,34,16,16,16,19,16,41,41,55,,,,,,No,Yes,Balanced,True
5010,Garrison Sanborn,1018010452,62,10,C,62,71,63,60,58,45,53,69,83,58,56,54,37,50,65,41,24,19,33,27,19,12,42,25,37,41,33,41,50,23,22,25,35,33,12,13,12,16,13,58,58,60,,,,,,,,,True
